Respondent_ID,Age,Annual_Income,Satisfaction_Score,Work_Hours_Per_Week,Spending_Score,Gender,Education_Level,Employment_Status
1729,38,42497,1.91,36,94.73,Male,Associate Degree,Unemployed
1730,53,57980,4.55,46,4.25,Prefer not to say,Master's Degree,Unemployed
1731,32,34548,3.59,24,18.19,Prefer not to say,Bachelor's Degree,Unemployed
1732,31,86686,3.24,40,58.46,Male,High School,Employed
1733,34,64045,3.03,59,8.07,Female,Bachelor's Degree,Retired
1734,31,47110,3.6,41,16.17,Prefer not to say,Master's Degree,Self-employed
1735,42,38407,4.02,41,95.35,Non-binary,High School,Self-employed
1736,18,48290,3.22,40,99.47,Male,Associate Degree,Unemployed
1737,24,44900,4.75,36,79.81,Non-binary,High School,Retired
1738,24,79294,4.91,43,51.52,Prefer not to say,Bachelor's Degree,Retired
1739,44,31616,4.98,47,90.03,Female,Bachelor's Degree,Unemployed
1740,52,52022,3.68,36,11.19,Prefer not to say,Bachelor's Degree,Employed
1741,33,49724,4.73,15,94.29,Male,Bachelor's Degree,Self-employed
1742,33,48238,2.62,44,35.16,Female,Bachelor's Degree,Self-employed
1743,35,48370,4.44,61,86.15,Prefer not to say,Doctorate,Student
1744,46,48258,4.64,36,66.84,Male,High School,Unemployed
1745,25,63095,4.62,25,96.03,Non-binary,High School,Self-employed
1746,37,59134,4.32,46,86.47,Prefer not to say,High School,Self-employed
1747,44,56283,2.63,57,88.79,Non-binary,High School,Employed
1748,40,20000,1.64,45,63.18,Male,Master's Degree,Unemployed
1749,36,54496,2.34,57,83.32,Male,Bachelor's Degree,Unemployed
1750,45,25165,4.07,47,75.71,Non-binary,Doctorate,Self-employed
1751,18,59694,1.93,47,16.16,Female,Master's Degree,Self-employed
1752,41,72117,2.91,34,64.86,Prefer not to say,High School,Retired
1753,28,36106,3.26,42,14.82,Male,High School,Student
1754,18,46073,3.42,39,86.95,Female,Doctorate,Self-employed
1755,40,41009,4.74,39,6.59,Male,High School,Unemployed
1756,48,68531,3.65,37,98.7,Male,High School,Retired
1757,33,51425,4.15,42,40.06,Male,High School,Employed
1758,44,75924,3.33,27,17.06,Non-binary,High School,Unemployed
1759,51,56206,4.33,48,93.57,Non-binary,Master's Degree,Retired
1760,48,53636,2.05,31,4.54,Male,Master's Degree,Unemployed
1761,51,51023,1.84,37,47.01,Prefer not to say,Master's Degree,Unemployed
1762,42,62269,4.71,43,77.02,Female,High School,Unemployed
1763,35,23934,3.77,30,31.68,Male,Associate Degree,Self-employed
1764,18,51280,3.69,20,52.88,Female,Master's Degree,Self-employed
1765,32,48949,2.87,36,70.04,Male,Bachelor's Degree,Student
1766,26,60881,2.51,25,95.2,Female,Bachelor's Degree,Employed
1767,56,47184,3.22,47,10.27,Prefer not to say,Associate Degree,Employed
1768,33,34418,1.48,28,15.72,Female,Doctorate,Self-employed
1769,36,50110,2.82,54,50.89,Male,Bachelor's Degree,Unemployed
1770,40,33757,2.82,39,41.85,Prefer not to say,Doctorate,Unemployed
1771,35,21121,3.15,40,41.08,Male,Bachelor's Degree,Retired
1772,51,60906,3.54,20,29.7,Male,Associate Degree,Retired
1773,28,58685,4.83,41,56.07,Non-binary,Master's Degree,Retired
1774,36,57006,3.61,39,88.33,Female,Doctorate,Employed
1775,27,69543,4.53,27,16.09,Male,Doctorate,Employed
1776,21,40024,3.23,40,21.53,Prefer not to say,Associate Degree,Retired
1777,28,28533,3.51,36,67.08,Prefer not to say,Doctorate,Retired
1778,34,48949,1.28,37,5.62,Prefer not to say,Bachelor's Degree,Retired
1779,30,44787,1.53,40,67.38,Non-binary,Master's Degree,Employed
1780,28,37365,3.32,35,31.45,Male,High School,Self-employed
1781,20,48802,2.58,42,35.79,Prefer not to say,Associate Degree,Unemployed
1782,34,40825,4.2,39,40.55,Non-binary,Doctorate,Self-employed
1783,19,22459,3.17,44,34.96,Prefer not to say,Doctorate,Employed
1784,42,43382,4.53,34,84.12,Non-binary,Doctorate,Employed
1785,35,32954,4.89,29,94.61,Female,Doctorate,Retired
1786,20,53474,1.59,32,54.8,Male,Associate Degree,Self-employed
1787,31,40159,2.58,54,58.19,Prefer not to say,Bachelor's Degree,Employed
1788,27,66674,3.66,49,7.05,Non-binary,Bachelor's Degree,Student
1789,38,74057,2.22,52,71.32,Male,Master's Degree,Self-employed
1790,48,60190,2.07,52,58.41,Female,Master's Degree,Self-employed
1791,18,26734,4.25,35,5.04,Non-binary,High School,Employed
1792,36,72577,4.92,42,19.84,Prefer not to say,Bachelor's Degree,Unemployed
1793,33,73635,4.1,40,20.19,Male,Associate Degree,Employed
1794,41,50281,3.09,46,17.1,Female,Bachelor's Degree,Self-employed
1795,37,69843,2.77,37,65.86,Female,Bachelor's Degree,Student
1796,27,41724,3.16,40,92.84,Non-binary,Master's Degree,Self-employed
1797,31,22006,2.85,40,76.3,Female,Doctorate,Employed
1798,27,38595,3.01,45,47.74,Prefer not to say,Doctorate,Retired
1799,45,75939,1.81,46,40.41,Non-binary,Bachelor's Degree,Unemployed
1800,35,27633,4.61,40,38.65,Female,Bachelor's Degree,Self-employed
1801,54,49992,4.02,41,60.12,Male,Bachelor's Degree,Student
1802,34,50512,3.72,42,35.92,Prefer not to say,Bachelor's Degree,Student
1803,27,42305,4.8,56,22.61,Male,Master's Degree,Student
1804,19,43347,2.14,22,60.28,Female,Bachelor's Degree,Unemployed
1805,18,51083,1.32,30,39.07,Prefer not to say,Bachelor's Degree,Self-employed
1806,19,41567,4.3,46,1.41,Male,High School,Retired
1807,37,28669,4.99,42,2.22,Female,High School,Employed
1808,40,53225,3.31,42,27.41,Prefer not to say,Bachelor's Degree,Self-employed
1809,19,66100,1.24,46,51.24,Prefer not to say,Doctorate,Self-employed
1810,43,63043,4.12,42,35.42,Prefer not to say,Associate Degree,Retired
1811,30,37853,1.29,34,2.41,Female,High School,Unemployed
1812,36,31231,3.16,46,22.32,Female,Bachelor's Degree,Employed
1813,51,45737,2.11,40,9.64,Prefer not to say,High School,Employed
1814,43,73516,4.66,35,94.86,Prefer not to say,Bachelor's Degree,Employed
1815,32,59683,2.81,46,31.28,Prefer not to say,Doctorate,Self-employed
1816,26,60559,4.59,46,1.48,Female,Doctorate,Retired
1817,18,63347,2.2,42,66.06,Non-binary,High School,Retired
1818,27,56311,2.55,57,23.24,Male,Associate Degree,Unemployed
1819,32,51809,4.79,53,56.67,Male,Associate Degree,Retired
1820,25,59934,1.81,50,15.07,Male,Associate Degree,Retired
1821,33,41807,3.31,65,98.4,Non-binary,Associate Degree,Employed
1822,35,28783,2.55,38,97.03,Female,Master's Degree,Unemployed
1823,32,60844,4.1,35,65.6,Prefer not to say,Bachelor's Degree,Retired
1824,28,68566,1.52,48,70.72,Prefer not to say,Doctorate,Retired
1825,36,33226,2.75,37,42.59,Non-binary,Associate Degree,Retired
1826,39,62328,3.8,40,96.22,Male,Master's Degree,Retired
1827,24,75211,2.63,30,42.37,Female,Bachelor's Degree,Employed
1828,49,49966,1.23,46,23.95,Female,Master's Degree,Self-employed
1829,34,37729,3.82,25,11.54,Female,High School,Unemployed
1830,35,51845,3.01,39,20.81,Prefer not to say,High School,Self-employed
1831,42,41741,1.05,39,57.22,Male,Associate Degree,Employed
1832,37,40749,3.45,35,24.51,Male,High School,Self-employed
1833,44,56497,4.68,22,65.42,Non-binary,Bachelor's Degree,Retired
1834,37,25944,1.44,22,38.22,Male,Associate Degree,Unemployed
1835,28,28341,3.36,32,88.69,Prefer not to say,Master's Degree,Retired
1836,38,50289,3.91,45,55.85,Prefer not to say,Doctorate,Unemployed
1837,23,49665,1.28,42,62.26,Female,Doctorate,Self-employed
1838,36,55153,1.09,39,55.66,Female,Doctorate,Retired
1839,34,78128,2.86,31,88.56,Male,Bachelor's Degree,Employed
1840,32,51567,4.16,43,6.34,Female,Associate Degree,Retired
1841,33,58972,1.64,22,6.73,Female,High School,Student
1842,18,35367,4.35,16,70.17,Non-binary,Associate Degree,Employed
1843,29,61519,3.63,37,76.8,Female,Master's Degree,Unemployed
1844,35,42104,2.33,34,43.36,Female,Doctorate,Student
1845,36,51071,3.06,50,35.23,Male,Associate Degree,Retired
1846,24,48367,4.86,41,27.79,Male,Associate Degree,Retired
1847,47,65494,1.87,56,23.44,Female,High School,Retired
1848,26,30350,3,34,91.2,Non-binary,Master's Degree,Retired
1849,44,20000,3.5,44,29.51,Prefer not to say,Doctorate,Student
1850,39,46798,1.55,37,64.81,Prefer not to say,High School,Employed
1851,28,57027,1.17,53,78.71,Prefer not to say,Doctorate,Student
1852,52,52284,1.05,37,2.2,Non-binary,High School,Employed
1853,23,68483,2.3,48,3.39,Female,High School,Self-employed
1854,44,56560,1.3,29,33.31,Prefer not to say,Doctorate,Self-employed
1855,45,41542,4.22,35,69.6,Female,Master's Degree,Employed
1856,28,20000,4.99,39,26.08,Female,Bachelor's Degree,Employed
1857,48,46440,1.25,52,0.15,Female,Bachelor's Degree,Employed
1858,32,65419,2.73,18,28.81,Prefer not to say,Associate Degree,Self-employed
1859,37,44119,1.1,36,9.01,Non-binary,Associate Degree,Employed
1860,37,50424,1.54,36,21.94,Non-binary,Master's Degree,Employed
1861,33,56320,2.29,19,33.32,Non-binary,Bachelor's Degree,Student
1862,43,34770,2.57,35,12.81,Non-binary,Associate Degree,Unemployed
1863,42,59348,4.76,24,70.64,Female,Bachelor's Degree,Retired
1864,18,74556,2.58,16,25.59,Prefer not to say,Bachelor's Degree,Retired
1865,48,47407,2.99,37,66.11,Non-binary,Bachelor's Degree,Student
1866,18,33064,1.98,37,59.9,Non-binary,Associate Degree,Employed
1867,45,49000,1,37,89.8,Non-binary,Associate Degree,Unemployed
1868,46,20000,4.6,42,8.79,Male,Master's Degree,Student
1869,24,55053,1.33,31,21.46,Female,High School,Unemployed
1870,30,56784,4.86,57,86.52,Non-binary,Associate Degree,Self-employed
1871,23,75134,1.52,39,82.21,Female,Doctorate,Unemployed
1872,32,47090,3.42,52,19.21,Female,High School,Student
1873,31,56127,5,23,10.77,Female,Bachelor's Degree,Retired
1874,42,37080,1.55,31,85.62,Male,Master's Degree,Self-employed
1875,48,44653,2.7,46,17.81,Male,Doctorate,Unemployed
1876,48,27122,4.12,37,87.11,Non-binary,Doctorate,Retired
1877,29,47078,1.13,29,96.11,Female,High School,Unemployed
1878,32,45420,3.76,21,22.08,Male,Master's Degree,Unemployed
1879,18,54487,1.32,47,84.04,Prefer not to say,High School,Employed
1880,26,40646,1.95,46,42.38,Prefer not to say,Associate Degree,Retired
1881,44,51250,1.64,42,78.88,Female,Bachelor's Degree,Self-employed
1882,51,44999,4.63,35,40.74,Prefer not to say,Master's Degree,Self-employed
1883,22,45027,1.72,28,7.04,Non-binary,Associate Degree,Self-employed
1884,29,51205,1.16,39,71.27,Prefer not to say,Bachelor's Degree,Unemployed
1885,34,50607,3.35,26,15.07,Prefer not to say,Bachelor's Degree,Retired
1886,37,61417,2.38,32,92.7,Prefer not to say,Associate Degree,Self-employed
1887,26,48190,2.62,52,41.77,Female,Master's Degree,Self-employed
1888,39,44751,1.48,21,8.2,Male,Doctorate,Unemployed
1889,30,47287,3.99,46,22.85,Prefer not to say,High School,Student
1890,34,39280,3.41,54,86.25,Prefer not to say,Master's Degree,Self-employed
1891,40,44601,2.46,48,32.11,Female,Doctorate,Retired
1892,35,80467,1.69,43,85.63,Non-binary,Doctorate,Self-employed
1893,30,36309,3.37,35,17.23,Non-binary,Doctorate,Unemployed
1894,33,45820,4.11,33,46.82,Male,High School,Student
1895,34,44187,2.25,17,87.83,Female,High School,Student
1896,31,46292,1.1,40,4.84,Male,High School,Retired
1897,32,45031,1.86,35,30.43,Prefer not to say,Doctorate,Student
1898,50,54188,3.73,33,90.99,Male,Associate Degree,Self-employed
1899,40,24347,4.96,39,59.65,Male,High School,Employed
1900,32,65557,1.05,40,71.62,Prefer not to say,Doctorate,Unemployed
1901,41,59488,2.22,33,84.21,Male,Master's Degree,Self-employed
1902,31,31356,1.25,56,52.36,Male,Doctorate,Self-employed
1903,46,20000,2.27,47,84.54,Prefer not to say,High School,Unemployed
1904,38,35343,2.62,48,63.88,Prefer not to say,High School,Unemployed
1905,33,46360,4.68,38,68.57,Prefer not to say,High School,Self-employed
1906,39,88704,1.32,45,15.29,Male,Associate Degree,Student
1907,19,58148,4.11,31,93.9,Prefer not to say,Bachelor's Degree,Retired
1908,23,22886,2.58,46,79.61,Female,Associate Degree,Self-employed
1909,23,39655,4.25,37,25.42,Male,Master's Degree,Employed
1910,36,49201,3.05,29,58,Prefer not to say,High School,Self-employed
1911,52,53805,1.16,39,37.65,Male,Bachelor's Degree,Employed
1912,57,30278,4.78,37,66.04,Female,Master's Degree,Self-employed
1913,41,47975,1.33,63,99.37,Prefer not to say,Doctorate,Self-employed
1914,40,39235,3.39,44,4.57,Prefer not to say,Bachelor's Degree,Employed
1915,18,33443,4.51,55,95.25,Non-binary,Associate Degree,Retired
1916,29,53893,1.32,51,7.24,Female,High School,Employed
1917,27,61608,3.22,40,46.08,Female,Bachelor's Degree,Retired
1918,28,62615,4.3,35,48.21,Non-binary,Master's Degree,Retired
1919,33,58615,4.95,22,26.87,Female,Associate Degree,Employed
1920,30,42539,3.9,31,56.67,Prefer not to say,Master's Degree,Unemployed
1921,18,60718,2.11,46,83.4,Non-binary,Master's Degree,Employed
1922,42,54635,3.8,36,29.4,Male,High School,Unemployed
1923,24,52009,3.82,43,7.04,Prefer not to say,Bachelor's Degree,Self-employed
1924,37,40824,3.8,19,63.23,Female,Master's Degree,Unemployed
1925,55,42546,4.42,44,75.17,Non-binary,Associate Degree,Student
1926,25,51108,1.35,50,95.45,Male,Master's Degree,Self-employed
1927,18,86598,1.43,22,15.95,Non-binary,Master's Degree,Self-employed
1928,32,54518,3.56,43,90.14,Prefer not to say,Associate Degree,Unemployed
1929,46,40832,4.82,53,48.21,Prefer not to say,Doctorate,Unemployed
1930,54,37514,2.86,56,23.58,Non-binary,Master's Degree,Student
1931,22,42623,4.84,34,96.27,Non-binary,Associate Degree,Self-employed
1932,39,82659,4.75,47,23.84,Female,High School,Unemployed
1933,30,44011,4.61,54,73.34,Prefer not to say,Bachelor's Degree,Employed
1934,33,63603,4.64,44,78.49,Male,Associate Degree,Retired
1935,61,44361,4.59,52,43.05,Non-binary,Associate Degree,Retired
1936,19,53917,4.28,39,69,Male,Bachelor's Degree,Unemployed
1937,37,61876,3.78,43,57.25,Non-binary,Associate Degree,Student
1938,39,41421,1.1,33,19.2,Prefer not to say,Doctorate,Unemployed
1939,45,40383,1.53,38,75.99,Non-binary,High School,Student
1940,35,74883,1.54,44,92.8,Female,Doctorate,Self-employed
1941,38,64768,1.09,33,48.86,Male,Master's Degree,Employed
1942,31,61860,1.47,37,99.43,Non-binary,High School,Self-employed
1943,37,61809,4.68,47,42.8,Prefer not to say,Master's Degree,Employed
1944,31,56893,3.66,60,47.97,Non-binary,Bachelor's Degree,Student
1945,41,80266,2.25,19,67.39,Male,Associate Degree,Unemployed
1946,31,50658,4.17,59,18.58,Prefer not to say,Associate Degree,Unemployed
1947,38,58658,2.95,37,90.19,Non-binary,High School,Unemployed
1948,34,28236,1.57,49,80.13,Female,Associate Degree,Unemployed
1949,46,37625,4.54,51,87.24,Female,Associate Degree,Self-employed
1950,34,31987,2.35,55,60.96,Female,Master's Degree,Self-employed
1951,18,69110,3.8,32,88.37,Prefer not to say,Doctorate,Student
1952,47,20000,2.16,37,68,Non-binary,Associate Degree,Employed
1953,25,43965,3,39,51.16,Prefer not to say,Master's Degree,Employed
1954,28,20000,4.27,36,93.18,Female,Doctorate,Employed
1955,29,37530,1.63,53,43.97,Prefer not to say,Associate Degree,Unemployed
1956,48,42635,4.91,39,50.06,Non-binary,High School,Self-employed
1957,18,70773,1.28,23,16.95,Female,High School,Retired
1958,66,55949,3.14,33,94.77,Prefer not to say,High School,Retired
1959,45,37502,4.66,24,22.11,Male,Bachelor's Degree,Unemployed
1960,37,65989,4.78,37,20.14,Female,High School,Retired
1961,34,50267,1.93,46,10.12,Male,Associate Degree,Employed
1962,37,50563,1.58,33,45.34,Female,Associate Degree,Employed
1963,40,31959,3.9,35,27.36,Non-binary,High School,Student
1964,41,35149,1.17,37,74.08,Prefer not to say,High School,Unemployed
1965,40,37623,2.94,41,30.75,Male,Master's Degree,Student
1966,35,50696,4.19,45,72.08,Male,Doctorate,Employed
1967,33,51168,3.24,48,19.6,Prefer not to say,High School,Self-employed
1968,33,73161,1.75,62,23,Non-binary,Master's Degree,Unemployed
1969,33,55775,2.95,41,80.62,Male,Associate Degree,Student
1970,46,20000,4.69,47,37.11,Prefer not to say,High School,Student
1971,40,53939,3.47,24,11.18,Male,Master's Degree,Employed
1972,18,28249,3.89,36,96.14,Non-binary,Master's Degree,Student
1973,41,35510,2.35,37,17.74,Male,Doctorate,Employed
1974,36,37817,1.75,29,15.02,Male,Associate Degree,Self-employed
1975,34,40049,2.02,34,35.84,Non-binary,Doctorate,Student
1976,31,29372,3.13,38,9.56,Male,Doctorate,Employed
1977,46,53052,2.12,34,15.56,Prefer not to say,Doctorate,Employed
1978,44,28837,3.17,66,84.64,Non-binary,Associate Degree,Self-employed
1979,27,55350,3.83,45,17.15,Male,High School,Student
1980,39,83554,3.94,60,11.14,Non-binary,Doctorate,Self-employed
1981,25,30059,1.66,54,88,Female,Bachelor's Degree,Self-employed
1982,21,45732,4,33,44.38,Prefer not to say,Associate Degree,Self-employed
1983,28,20000,3.69,40,15.72,Male,Master's Degree,Student
1984,43,45485,1.05,35,58.15,Prefer not to say,Master's Degree,Retired
1985,44,59640,1.24,38,4.15,Male,Associate Degree,Employed
1986,40,60809,3.58,30,42.74,Female,Master's Degree,Employed
1987,42,51160,2.53,35,59.03,Female,Associate Degree,Self-employed
1988,40,63338,1.58,43,95.71,Prefer not to say,High School,Self-employed
1989,28,88190,1.18,43,32.65,Prefer not to say,Associate Degree,Retired
1990,39,75684,1.64,42,76.51,Non-binary,High School,Unemployed
1991,43,42162,4.83,39,13.27,Male,Associate Degree,Employed
1992,42,28233,3.91,48,43.36,Male,Doctorate,Unemployed
1993,46,43907,3.11,37,22.31,Prefer not to say,Bachelor's Degree,Self-employed
1994,42,35795,4.77,53,49.25,Non-binary,High School,Employed
1995,38,56770,3.48,21,41.72,Female,Bachelor's Degree,Employed
1996,45,32282,3.9,46,97.98,Male,Master's Degree,Self-employed
1997,34,48907,2.13,44,91.75,Female,High School,Unemployed
1998,26,62570,3.36,33,58.22,Non-binary,Master's Degree,Unemployed
1999,33,48489,1.57,36,17.65,Male,Doctorate,Student
2000,27,35805,2.62,44,55.7,Non-binary,Doctorate,Student
2001,28,67622,1.13,49,79.21,Non-binary,High School,Retired
2002,33,21815,1.87,22,3.8,Male,High School,Retired
2003,27,45083,1.3,46,43.4,Female,Bachelor's Degree,Unemployed
2004,31,49375,2.55,35,4.26,Female,Master's Degree,Self-employed
2005,18,50238,4.37,51,24.4,Non-binary,Bachelor's Degree,Unemployed
2006,37,52707,2.51,21,9.21,Prefer not to say,High School,Employed
2007,35,59156,4.33,64,96.06,Non-binary,Bachelor's Degree,Student
2008,26,49468,3.63,31,16.88,Female,High School,Student
2009,41,44479,3.04,54,15.01,Non-binary,Associate Degree,Unemployed
2010,44,43886,1.95,39,97.21,Non-binary,Master's Degree,Employed
2011,18,40827,4.69,31,51.6,Male,Doctorate,Unemployed
2012,27,61813,1.22,42,75.8,Non-binary,Doctorate,Unemployed
2013,27,40302,3.76,50,32.73,Prefer not to say,Bachelor's Degree,Unemployed
2014,25,62701,3.48,24,53.29,Prefer not to say,Doctorate,Employed
2015,43,50284,2.76,47,0.69,Prefer not to say,Associate Degree,Student
2016,33,42181,1.96,39,40.88,Prefer not to say,Associate Degree,Self-employed
2017,32,59276,2.72,45,55.51,Non-binary,Bachelor's Degree,Retired
2018,18,39088,4.49,40,51.44,Prefer not to say,Doctorate,Employed
2019,41,59572,4.35,34,40.58,Prefer not to say,Doctorate,Student
2020,22,53190,4.77,28,78.79,Male,High School,Unemployed
2021,35,41055,2.23,46,50.16,Female,Bachelor's Degree,Self-employed
2022,37,57929,2.55,46,63.61,Male,High School,Retired
2023,48,58198,1.07,46,18.46,Prefer not to say,Associate Degree,Retired
2024,21,67362,4.77,44,86.15,Female,Bachelor's Degree,Employed
2025,18,64492,2.32,49,36.28,Male,High School,Unemployed
2026,36,57369,2.62,54,48.21,Non-binary,Associate Degree,Unemployed
2027,53,33086,4.63,21,35.22,Female,Doctorate,Self-employed
2028,47,86728,3.11,16,89.19,Male,Bachelor's Degree,Retired
2029,37,28945,3.26,57,90.07,Male,High School,Employed
2030,30,64238,1.7,26,22.43,Prefer not to say,Master's Degree,Unemployed
2031,43,56469,2.99,29,75.27,Female,Doctorate,Retired
2032,25,32387,4.67,37,10.29,Prefer not to say,High School,Retired
2033,39,48135,3.23,23,2.99,Female,High School,Student
2034,40,48818,2.02,36,83.66,Prefer not to say,Bachelor's Degree,Self-employed
2035,45,69583,1.12,30,13.12,Female,Master's Degree,Unemployed
2036,62,39300,2.35,37,15.48,Female,Doctorate,Student
2037,38,46070,3.29,42,60.66,Male,Doctorate,Self-employed
2038,29,20000,1.17,36,81.68,Prefer not to say,Bachelor's Degree,Student
2039,34,76021,3.44,36,18.96,Female,Bachelor's Degree,Unemployed
2040,18,33942,3.09,42,11.42,Female,Bachelor's Degree,Employed
2041,28,54903,4.13,50,7.73,Female,Master's Degree,Student
2042,30,48478,1.12,56,2.48,Non-binary,Bachelor's Degree,Student
2043,29,48529,4.12,37,11.65,Female,Master's Degree,Retired
2044,36,62147,3.08,58,94.27,Non-binary,Master's Degree,Unemployed
2045,26,75068,2.48,48,9.53,Female,Associate Degree,Student
2046,46,53772,4.86,27,59.76,Female,Bachelor's Degree,Employed
2047,35,59826,1.64,27,92.1,Male,Bachelor's Degree,Student
2048,34,54933,3.17,34,62.78,Male,Doctorate,Self-employed
2049,31,65262,2.28,54,3.27,Male,Bachelor's Degree,Employed
2050,36,43056,3.11,34,59.64,Male,Master's Degree,Employed
2051,43,66130,3.21,21,90.31,Prefer not to say,Bachelor's Degree,Student
2052,26,66657,1.36,37,32.26,Female,High School,Student
2053,28,66238,3.64,20,31.36,Non-binary,Doctorate,Retired
2054,31,40097,3.54,29,24.89,Female,High School,Unemployed
2055,21,47474,4.08,34,50.55,Female,Master's Degree,Retired
2056,26,53592,1.36,41,23.79,Female,High School,Self-employed
2057,30,29437,2.19,50,72.38,Male,Master's Degree,Unemployed
2058,43,73923,3.6,46,64.49,Female,Doctorate,Retired
2059,37,49815,1.55,28,40.08,Female,Associate Degree,Retired
2060,36,54258,3.71,36,72.26,Prefer not to say,High School,Student
2061,43,41344,1.24,40,9.85,Prefer not to say,Doctorate,Retired
2062,33,30096,2.34,37,74.95,Non-binary,Associate Degree,Student
2063,38,40939,4.39,37,60.29,Prefer not to say,Master's Degree,Employed
2064,33,53288,4.1,22,63.01,Male,Master's Degree,Unemployed
2065,37,60101,3.58,28,6.47,Prefer not to say,Associate Degree,Student
2066,29,52426,4.48,35,61.81,Non-binary,Doctorate,Retired
2067,18,55200,3.84,10,49.41,Non-binary,Associate Degree,Student
2068,33,44944,3.08,46,48.59,Prefer not to say,High School,Employed
2069,49,57443,4.92,26,32.19,Female,Associate Degree,Self-employed
2070,44,72242,3.78,46,0.76,Non-binary,Bachelor's Degree,Self-employed
2071,44,60571,3.41,45,42.26,Prefer not to say,High School,Employed
2072,47,62143,2.64,34,40.09,Prefer not to say,Doctorate,Retired
2073,35,54410,4.61,50,42.28,Prefer not to say,High School,Unemployed
2074,36,27452,2.18,47,61.2,Non-binary,Master's Degree,Unemployed
2075,28,34330,1.04,36,29.99,Female,Master's Degree,Student
2076,31,56823,1.79,35,26.94,Male,Master's Degree,Self-employed
2077,41,49835,1.44,50,49.78,Prefer not to say,High School,Employed
2078,47,56597,2.28,42,59.23,Female,Master's Degree,Retired
2079,33,75146,4.3,50,56.73,Male,Doctorate,Employed
2080,30,60890,3.61,16,88.16,Prefer not to say,Doctorate,Self-employed
2081,35,68883,1.68,40,76.91,Non-binary,High School,Employed
2082,41,51420,4.16,24,5.22,Male,Associate Degree,Employed
2083,20,37891,3.02,39,56.35,Female,Associate Degree,Employed
2084,18,49132,3.05,47,41.78,Male,Doctorate,Student
2085,29,37928,2.45,57,36.11,Female,High School,Retired
2086,22,73374,4.46,30,95.79,Female,Doctorate,Unemployed
2087,29,61855,2.27,34,45.68,Female,Master's Degree,Retired
2088,33,57807,1.38,39,71.94,Prefer not to say,Master's Degree,Self-employed
2089,30,68539,2.21,30,96.71,Male,Doctorate,Unemployed
2090,49,20000,3.86,49,15.1,Non-binary,Master's Degree,Student
2091,38,58822,3.63,39,5.46,Prefer not to say,Bachelor's Degree,Unemployed
2092,38,30340,1.75,41,31.36,Non-binary,Bachelor's Degree,Unemployed
2093,41,49891,1.45,46,4.44,Non-binary,Bachelor's Degree,Unemployed
2094,23,45324,3.64,39,11.68,Male,Associate Degree,Employed
2095,45,59926,3.71,31,99.17,Prefer not to say,Associate Degree,Self-employed
2096,34,53422,2.46,39,96.02,Male,High School,Student
2097,41,70176,4.37,31,69.13,Prefer not to say,Associate Degree,Self-employed
2098,24,40971,4.91,41,75.3,Prefer not to say,Doctorate,Employed
2099,19,60636,1.82,49,14.05,Male,High School,Student
2100,43,52433,3.31,28,59.52,Prefer not to say,High School,Employed
2101,38,25470,1.02,24,15.44,Male,Doctorate,Student
2102,25,36220,3.85,40,37.84,Female,Bachelor's Degree,Student
2103,26,47751,2.66,32,34.53,Female,Associate Degree,Retired
2104,46,66684,1.77,40,61.4,Non-binary,High School,Employed
2105,23,56955,4.01,43,7.97,Male,Bachelor's Degree,Self-employed
2106,51,32487,4.24,18,10.35,Non-binary,Master's Degree,Employed
2107,25,47895,1.44,46,60.99,Prefer not to say,Bachelor's Degree,Employed
2108,41,80267,1.16,28,63.61,Female,Bachelor's Degree,Employed
2109,31,51668,2.34,39,33.99,Male,Associate Degree,Retired
2110,41,45090,3.5,33,14.69,Non-binary,Master's Degree,Retired
2111,29,57376,4.17,34,88.61,Prefer not to say,High School,Retired
2112,33,61450,3.18,56,5.29,Prefer not to say,Doctorate,Retired
2113,35,43157,3.32,43,71.74,Male,High School,Employed
2114,24,57538,4.2,49,14,Prefer not to say,Associate Degree,Self-employed
2115,42,45066,3.12,41,63.74,Non-binary,High School,Unemployed
2116,29,60789,3.44,46,66.37,Male,Associate Degree,Employed
2117,32,52545,3.06,44,80.43,Non-binary,Associate Degree,Self-employed
2118,25,57229,4.52,42,39.5,Male,High School,Unemployed
2119,18,38612,1.94,51,2.18,Non-binary,Doctorate,Unemployed
2120,33,37680,2.06,41,81.1,Prefer not to say,Doctorate,Retired
2121,59,64182,1.51,62,44.41,Female,High School,Unemployed
2122,42,48809,4.28,49,84.71,Prefer not to say,Master's Degree,Self-employed
2123,34,54275,2.65,28,77.6,Prefer not to say,Bachelor's Degree,Retired
2124,32,45404,2.39,38,49.83,Non-binary,Doctorate,Employed
2125,35,63480,4.93,43,99.94,Non-binary,Associate Degree,Employed
2126,40,40882,4.71,40,46.21,Female,Doctorate,Retired
2127,23,47965,4.89,46,69.65,Female,Master's Degree,Retired
2128,46,61789,1.57,47,66.98,Non-binary,High School,Unemployed
2129,42,67594,4.57,26,51.81,Prefer not to say,Master's Degree,Unemployed
2130,42,42143,2.31,52,58.54,Male,Bachelor's Degree,Self-employed
2131,39,79395,1.05,35,79.86,Female,Doctorate,Retired
2132,35,54698,2.57,34,57.16,Prefer not to say,Associate Degree,Employed
2133,41,34356,3.04,34,45.01,Male,Associate Degree,Self-employed
2134,40,55535,1.43,48,66.21,Prefer not to say,Master's Degree,Employed
2135,31,44255,3.15,37,3.55,Female,High School,Employed
